"Gross domestic product, expenditure-based, Canada, annual (x 1,000,000)"
"Frequency: Annual"
"Table: 36-10-0699-01"
"Release date: 2026-05-29"
"Geography: Canada"
""
""

"Prices","Chained (2017) dollars",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Geography","Canada",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Estimates","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021","2022","2023","2024"
,"Dollars",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Gross domestic product at market prices","1,159,666","1,135,417","1,145,527","1,175,972","1,228,821","1,261,782","1,283,093","1,338,011","1,390,098","1,461,563","1,536,666","1,565,480","1,612,433","1,641,560","1,692,323","1,746,654","1,792,730","1,829,479","1,847,690","1,793,828","1,849,272","1,907,287","1,940,773","1,985,911","2,042,976","2,056,255","2,077,610","2,140,641","2,199,358","2,241,331","2,128,408","2,255,059","2,360,944","2,407,055","2,456,310"




"How to cite: Statistics Canada. Table 36-10-0699-01  Gross domestic product, expenditure-based, Canada, annual (x 1,000,000)"
https://www150.statcan.gc.ca/t1/tbl1/en/tv.action?pid=3610069901
